template,count,first_seen,last_seen,sample
GC overhead limit warning: pause=645ms heap=<num>%,4,2026-06-01T08:48:23.758Z,2026-06-01T20:45:50.837Z,GC overhead limit warning: pause=645ms heap=94%
GC overhead limit warning: pause=454ms heap=<num>%,4,2026-06-01T09:01:02.092Z,2026-06-01T17:15:15.420Z,GC overhead limit warning: pause=454ms heap=99%
Health check response time elevated endpoint=/health latency=196ms,4,2026-06-01T09:08:33.723Z,2026-06-01T23:40:07.346Z,Health check response time elevated endpoint=/health latency=196ms
Health check response time elevated endpoint=/health latency=227ms,4,2026-06-01T09:24:19.962Z,2026-06-01T19:55:25.126Z,Health check response time elevated endpoint=/health latency=227ms
Health check response time elevated endpoint=/health latency=182ms,4,2026-06-01T09:34:17.831Z,2026-06-01T22:46:37.999Z,Health check response time elevated endpoint=/health latency=182ms
GC overhead limit warning: pause=751ms heap=<num>%,4,2026-06-01T09:40:51.661Z,2026-06-01T19:10:47.053Z,GC overhead limit warning: pause=751ms heap=92%
GC overhead limit warning: pause=366ms heap=<num>%,4,2026-06-01T10:20:20.351Z,2026-06-01T23:28:43.547Z,GC overhead limit warning: pause=366ms heap=85%
GC overhead limit warning: pause=498ms heap=<num>%,4,2026-06-01T10:26:16.180Z,2026-06-01T23:38:33.779Z,GC overhead limit warning: pause=498ms heap=94%
GC overhead limit warning: pause=694ms heap=<num>%,4,2026-06-01T10:33:49.627Z,2026-06-01T18:35:19.335Z,GC overhead limit warning: pause=694ms heap=92%
GC overhead limit warning: pause=411ms heap=<num>%,4,2026-06-01T10:34:06.128Z,2026-06-01T18:06:07.225Z,GC overhead limit warning: pause=411ms heap=88%
GC overhead limit warning: pause=324ms heap=<num>%,4,2026-06-01T10:37:49.983Z,2026-06-01T21:06:12.721Z,GC overhead limit warning: pause=324ms heap=91%
GC overhead limit warning: pause=588ms heap=<num>%,4,2026-06-01T10:41:43.171Z,2026-06-01T21:55:39.134Z,GC overhead limit warning: pause=588ms heap=87%
GC overhead limit warning: pause=716ms heap=<num>%,4,2026-06-01T10:44:37.554Z,2026-06-01T22:24:31.108Z,GC overhead limit warning: pause=716ms heap=98%
Health check response time elevated endpoint=/health latency=162ms,4,2026-06-01T10:58:23.374Z,2026-06-01T21:38:38.355Z,Health check response time elevated endpoint=/health latency=162ms
Health check response time elevated endpoint=/health latency=232ms,4,2026-06-01T11:01:34.326Z,2026-06-01T16:44:20.341Z,Health check response time elevated endpoint=/health latency=232ms
GC overhead limit warning: pause=759ms heap=<num>%,4,2026-06-01T11:11:57.207Z,2026-06-01T23:30:12.201Z,GC overhead limit warning: pause=759ms heap=94%
GC overhead limit warning: pause=427ms heap=<num>%,4,2026-06-01T11:15:05.137Z,2026-06-01T22:10:56.611Z,GC overhead limit warning: pause=427ms heap=87%
GC overhead limit warning: pause=494ms heap=<num>%,4,2026-06-01T11:28:41.318Z,2026-06-01T21:33:30.000Z,GC overhead limit warning: pause=494ms heap=97%
GC overhead limit warning: pause=782ms heap=<num>%,4,2026-06-01T11:44:23.113Z,2026-06-01T22:32:56.228Z,GC overhead limit warning: pause=782ms heap=92%
GC overhead limit warning: pause=284ms heap=<num>%,4,2026-06-01T11:46:22.561Z,2026-06-01T19:06:17.011Z,GC overhead limit warning: pause=284ms heap=98%
GC overhead limit warning: pause=687ms heap=<num>%,4,2026-06-01T11:59:13.017Z,2026-06-01T18:19:01.201Z,GC overhead limit warning: pause=687ms heap=90%
GC overhead limit warning: pause=638ms heap=<num>%,4,2026-06-01T12:00:12.453Z,2026-06-01T17:08:50.593Z,GC overhead limit warning: pause=638ms heap=97%
GC overhead limit warning: pause=773ms heap=<num>%,4,2026-06-01T12:16:15.014Z,2026-06-01T19:52:36.877Z,GC overhead limit warning: pause=773ms heap=86%
GC overhead limit warning: pause=787ms heap=<num>%,4,2026-06-01T12:25:01.366Z,2026-06-01T20:25:00.544Z,GC overhead limit warning: pause=787ms heap=96%
GC overhead limit warning: pause=203ms heap=<num>%,4,2026-06-01T12:38:08.074Z,2026-06-01T19:33:15.016Z,GC overhead limit warning: pause=203ms heap=91%
GC overhead limit warning: pause=263ms heap=<num>%,4,2026-06-01T12:47:48.536Z,2026-06-01T23:41:16.401Z,GC overhead limit warning: pause=263ms heap=85%
GC overhead limit warning: pause=669ms heap=<num>%,4,2026-06-01T13:17:54.805Z,2026-06-01T21:08:08.548Z,GC overhead limit warning: pause=669ms heap=85%
Slow response detected endpoint=/api/cart latency=1895ms,4,2026-06-01T13:40:46.969Z,2026-06-01T22:39:36.918Z,Slow response detected endpoint=/api/cart latency=1895ms
GC overhead limit warning: pause=211ms heap=<num>%,4,2026-06-01T14:02:56.222Z,2026-06-01T22:42:42.746Z,GC overhead limit warning: pause=211ms heap=99%
GC overhead limit warning: pause=319ms heap=<num>%,4,2026-06-01T14:04:44.610Z,2026-06-01T20:52:25.651Z,GC overhead limit warning: pause=319ms heap=95%
GC overhead limit warning: pause=753ms heap=<num>%,4,2026-06-01T14:07:43.071Z,2026-06-01T23:11:07.583Z,GC overhead limit warning: pause=753ms heap=87%
GC overhead limit warning: pause=336ms heap=<num>%,4,2026-06-01T14:08:41.161Z,2026-06-01T20:03:41.367Z,GC overhead limit warning: pause=336ms heap=87%
GC overhead limit warning: pause=365ms heap=<num>%,4,2026-06-01T14:09:30.630Z,2026-06-01T20:05:31.940Z,GC overhead limit warning: pause=365ms heap=92%
GC overhead limit warning: pause=478ms heap=<num>%,4,2026-06-01T14:10:27.124Z,2026-06-01T23:18:15.001Z,GC overhead limit warning: pause=478ms heap=93%
GC overhead limit warning: pause=584ms heap=<num>%,4,2026-06-01T14:10:30.245Z,2026-06-01T20:14:53.921Z,GC overhead limit warning: pause=584ms heap=88%
GC overhead limit warning: pause=661ms heap=<num>%,4,2026-06-01T14:11:10.635Z,2026-06-01T23:37:04.623Z,GC overhead limit warning: pause=661ms heap=85%
GC overhead limit warning: pause=691ms heap=<num>%,4,2026-06-01T14:13:46.976Z,2026-06-01T18:20:08.827Z,GC overhead limit warning: pause=691ms heap=89%
GC overhead limit warning: pause=713ms heap=<num>%,4,2026-06-01T14:13:55.723Z,2026-06-01T20:37:02.320Z,GC overhead limit warning: pause=713ms heap=88%
GC overhead limit warning: pause=419ms heap=<num>%,4,2026-06-01T14:21:15.919Z,2026-06-01T22:41:16.476Z,GC overhead limit warning: pause=419ms heap=94%
GC overhead limit warning: pause=481ms heap=<num>%,4,2026-06-01T14:21:54.634Z,2026-06-01T20:32:56.475Z,GC overhead limit warning: pause=481ms heap=91%
Slow response detected endpoint=/api/cart latency=743ms,4,2026-06-01T14:24:02.557Z,2026-06-01T21:03:00.893Z,Slow response detected endpoint=/api/cart latency=743ms
GC overhead limit warning: pause=723ms heap=<num>%,4,2026-06-01T14:25:21.451Z,2026-06-01T21:51:48.771Z,GC overhead limit warning: pause=723ms heap=88%
GC overhead limit warning: pause=322ms heap=<num>%,4,2026-06-01T14:25:47.425Z,2026-06-01T20:25:23.391Z,GC overhead limit warning: pause=322ms heap=91%
GC overhead limit warning: pause=505ms heap=<num>%,4,2026-06-01T14:29:40.227Z,2026-06-01T19:44:36.538Z,GC overhead limit warning: pause=505ms heap=95%
Slow response detected endpoint=/api/cart latency=930ms,4,2026-06-01T14:35:26.953Z,2026-06-01T21:40:50.302Z,Slow response detected endpoint=/api/cart latency=930ms
GC overhead limit warning: pause=735ms heap=<num>%,4,2026-06-01T14:35:54.856Z,2026-06-01T20:08:34.307Z,GC overhead limit warning: pause=735ms heap=85%
GC overhead limit warning: pause=490ms heap=<num>%,4,2026-06-01T14:38:03.213Z,2026-06-01T22:10:38.935Z,GC overhead limit warning: pause=490ms heap=94%
GC overhead limit warning: pause=590ms heap=<num>%,4,2026-06-01T14:38:58.241Z,2026-06-01T23:17:26.987Z,GC overhead limit warning: pause=590ms heap=87%
GC overhead limit warning: pause=510ms heap=<num>%,4,2026-06-01T14:39:42.579Z,2026-06-01T21:41:28.188Z,GC overhead limit warning: pause=510ms heap=86%
GC overhead limit warning: pause=704ms heap=<num>%,4,2026-06-01T14:40:16.187Z,2026-06-01T22:47:32.852Z,GC overhead limit warning: pause=704ms heap=94%
GC overhead limit warning: pause=259ms heap=<num>%,4,2026-06-01T14:40:51.976Z,2026-06-01T22:17:36.307Z,GC overhead limit warning: pause=259ms heap=96%
GC overhead limit warning: pause=545ms heap=<num>%,4,2026-06-01T14:51:50.722Z,2026-06-01T20:44:02.662Z,GC overhead limit warning: pause=545ms heap=96%
GC overhead limit warning: pause=327ms heap=<num>%,4,2026-06-01T14:52:58.453Z,2026-06-01T22:45:47.986Z,GC overhead limit warning: pause=327ms heap=98%
GC overhead limit warning: pause=461ms heap=<num>%,4,2026-06-01T15:01:32.440Z,2026-06-01T23:32:09.928Z,GC overhead limit warning: pause=461ms heap=87%
GC overhead limit warning: pause=553ms heap=<num>%,4,2026-06-01T15:02:01.343Z,2026-06-01T23:29:47.204Z,GC overhead limit warning: pause=553ms heap=97%
GC overhead limit warning: pause=625ms heap=<num>%,4,2026-06-01T15:07:27.569Z,2026-06-01T22:05:51.885Z,GC overhead limit warning: pause=625ms heap=97%
GC overhead limit warning: pause=463ms heap=<num>%,4,2026-06-01T15:12:10.255Z,2026-06-01T23:46:20.424Z,GC overhead limit warning: pause=463ms heap=96%
GC overhead limit warning: pause=385ms heap=<num>%,4,2026-06-01T15:12:28.462Z,2026-06-01T18:03:38.556Z,GC overhead limit warning: pause=385ms heap=97%
GC overhead limit warning: pause=536ms heap=<num>%,4,2026-06-01T15:17:10.856Z,2026-06-01T23:32:08.150Z,GC overhead limit warning: pause=536ms heap=97%
GC overhead limit warning: pause=711ms heap=<num>%,4,2026-06-01T15:17:37.291Z,2026-06-01T22:29:33.385Z,GC overhead limit warning: pause=711ms heap=97%
GC overhead limit warning: pause=227ms heap=<num>%,4,2026-06-01T15:18:36.319Z,2026-06-01T20:41:38.059Z,GC overhead limit warning: pause=227ms heap=98%
GC overhead limit warning: pause=450ms heap=<num>%,4,2026-06-01T15:22:03.314Z,2026-06-01T17:58:21.072Z,GC overhead limit warning: pause=450ms heap=99%
GC overhead limit warning: pause=613ms heap=<num>%,4,2026-06-01T15:24:05.897Z,2026-06-01T21:40:19.712Z,GC overhead limit warning: pause=613ms heap=85%
GC overhead limit warning: pause=349ms heap=<num>%,4,2026-06-01T15:29:32.902Z,2026-06-01T22:32:12.730Z,GC overhead limit warning: pause=349ms heap=94%
GC overhead limit warning: pause=665ms heap=<num>%,4,2026-06-01T15:29:58.946Z,2026-06-01T21:43:39.675Z,GC overhead limit warning: pause=665ms heap=86%
GC overhead limit warning: pause=542ms heap=<num>%,4,2026-06-01T15:32:17.937Z,2026-06-01T21:17:30.962Z,GC overhead limit warning: pause=542ms heap=99%
GC overhead limit warning: pause=406ms heap=<num>%,4,2026-06-01T15:32:31.538Z,2026-06-01T21:54:54.369Z,GC overhead limit warning: pause=406ms heap=92%
GC overhead limit warning: pause=241ms heap=<num>%,4,2026-06-01T15:36:36.622Z,2026-06-01T23:37:33.072Z,GC overhead limit warning: pause=241ms heap=97%
GC overhead limit warning: pause=752ms heap=<num>%,4,2026-06-01T15:37:44.834Z,2026-06-01T21:12:47.847Z,GC overhead limit warning: pause=752ms heap=87%
Slow response detected endpoint=/api/cart latency=845ms,4,2026-06-01T15:39:58.223Z,2026-06-01T21:49:07.728Z,Slow response detected endpoint=/api/cart latency=845ms
Slow response detected endpoint=/api/cart latency=2265ms,4,2026-06-01T15:42:08.223Z,2026-06-01T20:41:16.979Z,Slow response detected endpoint=/api/cart latency=2265ms
GC overhead limit warning: pause=520ms heap=<num>%,4,2026-06-01T15:43:02.822Z,2026-06-01T23:25:04.652Z,GC overhead limit warning: pause=520ms heap=91%
Slow response detected endpoint=/api/cart latency=1456ms,4,2026-06-01T15:47:12.528Z,2026-06-01T21:02:41.378Z,Slow response detected endpoint=/api/cart latency=1456ms
GC overhead limit warning: pause=633ms heap=<num>%,4,2026-06-01T15:52:52.240Z,2026-06-01T20:57:09.574Z,GC overhead limit warning: pause=633ms heap=86%
GC overhead limit warning: pause=631ms heap=<num>%,4,2026-06-01T15:53:49.815Z,2026-06-01T22:10:40.898Z,GC overhead limit warning: pause=631ms heap=86%
Slow response detected endpoint=/api/cart latency=1489ms,4,2026-06-01T15:57:46.295Z,2026-06-01T21:36:40.986Z,Slow response detected endpoint=/api/cart latency=1489ms
GC overhead limit warning: pause=355ms heap=<num>%,4,2026-06-01T16:02:25.615Z,2026-06-01T21:20:02.043Z,GC overhead limit warning: pause=355ms heap=90%
GC overhead limit warning: pause=778ms heap=<num>%,4,2026-06-01T16:02:41.519Z,2026-06-01T22:55:19.670Z,GC overhead limit warning: pause=778ms heap=93%
GC overhead limit warning: pause=354ms heap=<num>%,4,2026-06-01T16:06:11.815Z,2026-06-01T21:08:44.778Z,GC overhead limit warning: pause=354ms heap=90%
GC overhead limit warning: pause=686ms heap=<num>%,4,2026-06-01T16:09:42.091Z,2026-06-01T23:17:12.689Z,GC overhead limit warning: pause=686ms heap=97%
GC overhead limit warning: pause=681ms heap=<num>%,4,2026-06-01T16:10:19.695Z,2026-06-01T22:38:20.415Z,GC overhead limit warning: pause=681ms heap=87%
GC overhead limit warning: pause=346ms heap=<num>%,4,2026-06-01T16:13:28.270Z,2026-06-01T19:43:19.012Z,GC overhead limit warning: pause=346ms heap=90%
GC overhead limit warning: pause=673ms heap=<num>%,4,2026-06-01T16:17:58.140Z,2026-06-01T23:01:13.605Z,GC overhead limit warning: pause=673ms heap=94%
GC overhead limit warning: pause=448ms heap=<num>%,4,2026-06-01T16:21:11.538Z,2026-06-01T20:33:36.777Z,GC overhead limit warning: pause=448ms heap=94%
GC overhead limit warning: pause=662ms heap=<num>%,4,2026-06-01T16:24:28.715Z,2026-06-01T21:07:38.209Z,GC overhead limit warning: pause=662ms heap=92%
GC overhead limit warning: pause=289ms heap=<num>%,4,2026-06-01T16:28:11.574Z,2026-06-01T21:15:45.883Z,GC overhead limit warning: pause=289ms heap=88%
GC overhead limit warning: pause=369ms heap=<num>%,4,2026-06-01T16:31:20.080Z,2026-06-01T21:54:11.795Z,GC overhead limit warning: pause=369ms heap=88%
Health check response time elevated endpoint=/health latency=242ms,4,2026-06-01T16:35:52.530Z,2026-06-01T20:23:36.539Z,Health check response time elevated endpoint=/health latency=242ms
GC overhead limit warning: pause=764ms heap=<num>%,4,2026-06-01T16:47:02.698Z,2026-06-01T21:11:50.427Z,GC overhead limit warning: pause=764ms heap=86%
GC overhead limit warning: pause=314ms heap=<num>%,4,2026-06-01T16:51:51.203Z,2026-06-01T22:49:56.440Z,GC overhead limit warning: pause=314ms heap=85%
GC overhead limit warning: pause=649ms heap=<num>%,4,2026-06-01T16:53:06.431Z,2026-06-01T23:14:42.149Z,GC overhead limit warning: pause=649ms heap=91%
GC overhead limit warning: pause=499ms heap=<num>%,4,2026-06-01T17:04:44.953Z,2026-06-01T22:23:26.088Z,GC overhead limit warning: pause=499ms heap=91%
GC overhead limit warning: pause=596ms heap=<num>%,4,2026-06-01T17:06:05.977Z,2026-06-01T23:17:52.315Z,GC overhead limit warning: pause=596ms heap=92%
GC overhead limit warning: pause=543ms heap=<num>%,4,2026-06-01T17:16:01.160Z,2026-06-01T21:24:34.760Z,GC overhead limit warning: pause=543ms heap=92%
GC overhead limit warning: pause=591ms heap=<num>%,4,2026-06-01T17:24:06.829Z,2026-06-01T23:54:24.797Z,GC overhead limit warning: pause=591ms heap=90%
GC overhead limit warning: pause=761ms heap=<num>%,4,2026-06-01T17:28:49.833Z,2026-06-01T22:50:50.568Z,GC overhead limit warning: pause=761ms heap=90%
GC overhead limit warning: pause=428ms heap=<num>%,4,2026-06-01T17:32:39.253Z,2026-06-01T22:54:25.987Z,GC overhead limit warning: pause=428ms heap=94%
GC overhead limit warning: pause=672ms heap=<num>%,4,2026-06-01T17:35:26.948Z,2026-06-01T23:16:58.277Z,GC overhead limit warning: pause=672ms heap=93%
GC overhead limit warning: pause=268ms heap=<num>%,4,2026-06-01T17:36:11.511Z,2026-06-01T21:25:56.362Z,GC overhead limit warning: pause=268ms heap=92%
GC overhead limit warning: pause=656ms heap=<num>%,4,2026-06-01T17:48:45.740Z,2026-06-01T21:25:05.405Z,GC overhead limit warning: pause=656ms heap=85%
GC overhead limit warning: pause=479ms heap=<num>%,4,2026-06-01T17:53:55.754Z,2026-06-01T23:02:11.965Z,GC overhead limit warning: pause=479ms heap=99%
GC overhead limit warning: pause=738ms heap=<num>%,4,2026-06-01T18:01:44.797Z,2026-06-01T23:32:05.575Z,GC overhead limit warning: pause=738ms heap=98%
Health check response time elevated endpoint=/health latency=250ms,4,2026-06-01T18:14:34.391Z,2026-06-01T23:30:16.441Z,Health check response time elevated endpoint=/health latency=250ms
GC overhead limit warning: pause=623ms heap=<num>%,4,2026-06-01T18:28:06.481Z,2026-06-01T23:37:07.723Z,GC overhead limit warning: pause=623ms heap=92%
GC overhead limit warning: pause=425ms heap=<num>%,4,2026-06-01T18:33:13.052Z,2026-06-01T23:35:46.583Z,GC overhead limit warning: pause=425ms heap=93%
GC overhead limit warning: pause=614ms heap=<num>%,4,2026-06-01T19:01:15.805Z,2026-06-01T22:01:05.385Z,GC overhead limit warning: pause=614ms heap=89%
GC overhead limit warning: pause=445ms heap=<num>%,4,2026-06-01T19:20:46.384Z,2026-06-01T21:43:02.959Z,GC overhead limit warning: pause=445ms heap=86%
Health check response time elevated endpoint=/health latency=230ms,3,2026-06-01T00:40:46.624Z,2026-06-01T22:44:53.753Z,Health check response time elevated endpoint=/health latency=230ms
Health check response time elevated endpoint=/health latency=185ms,3,2026-06-01T01:15:03.223Z,2026-06-01T13:51:53.025Z,Health check response time elevated endpoint=/health latency=185ms
Health check response time elevated endpoint=/health latency=126ms,3,2026-06-01T01:23:19.361Z,2026-06-01T18:00:02.589Z,Health check response time elevated endpoint=/health latency=126ms
Health check response time elevated endpoint=/health latency=145ms,3,2026-06-01T01:58:26.889Z,2026-06-01T22:42:08.571Z,Health check response time elevated endpoint=/health latency=145ms
Health check response time elevated endpoint=/health latency=166ms,3,2026-06-01T02:49:41.870Z,2026-06-01T19:10:09.606Z,Health check response time elevated endpoint=/health latency=166ms
Health check response time elevated endpoint=/health latency=160ms,3,2026-06-01T02:54:03.311Z,2026-06-01T18:25:51.854Z,Health check response time elevated endpoint=/health latency=160ms
Health check response time elevated endpoint=/health latency=211ms,3,2026-06-01T03:00:46.050Z,2026-06-01T21:36:35.025Z,Health check response time elevated endpoint=/health latency=211ms
Health check response time elevated endpoint=/health latency=125ms,3,2026-06-01T03:20:57.077Z,2026-06-01T16:59:02.018Z,Health check response time elevated endpoint=/health latency=125ms
Health check response time elevated endpoint=/health latency=181ms,3,2026-06-01T03:28:18.502Z,2026-06-01T11:08:04.827Z,Health check response time elevated endpoint=/health latency=181ms
Health check response time elevated endpoint=/health latency=171ms,3,2026-06-01T03:54:07.996Z,2026-06-01T09:46:27.048Z,Health check response time elevated endpoint=/health latency=171ms
Health check response time elevated endpoint=/health latency=217ms,3,2026-06-01T05:20:44.013Z,2026-06-01T20:54:46.678Z,Health check response time elevated endpoint=/health latency=217ms
Health check response time elevated endpoint=/health latency=147ms,3,2026-06-01T06:33:24.892Z,2026-06-01T21:16:07.305Z,Health check response time elevated endpoint=/health latency=147ms
GC overhead limit warning: pause=456ms heap=<num>%,3,2026-06-01T06:34:50.522Z,2026-06-01T19:31:38.134Z,GC overhead limit warning: pause=456ms heap=85%
Slow response detected endpoint=/api/cart latency=548ms,3,2026-06-01T06:44:27.139Z,2026-06-01T23:50:03.572Z,Slow response detected endpoint=/api/cart latency=548ms
Health check response time elevated endpoint=/health latency=187ms,3,2026-06-01T06:47:53.507Z,2026-06-01T13:08:08.574Z,Health check response time elevated endpoint=/health latency=187ms
GC overhead limit warning: pause=430ms heap=<num>%,3,2026-06-01T06:53:37.932Z,2026-06-01T14:09:53.440Z,GC overhead limit warning: pause=430ms heap=92%
GC overhead limit warning: pause=540ms heap=<num>%,3,2026-06-01T06:54:35.806Z,2026-06-01T15:56:12.607Z,GC overhead limit warning: pause=540ms heap=90%
GC overhead limit warning: pause=624ms heap=<num>%,3,2026-06-01T06:55:27.675Z,2026-06-01T22:26:44.361Z,GC overhead limit warning: pause=624ms heap=89%
GC overhead limit warning: pause=303ms heap=<num>%,3,2026-06-01T06:55:51.164Z,2026-06-01T21:23:02.902Z,GC overhead limit warning: pause=303ms heap=97%
GC overhead limit warning: pause=766ms heap=<num>%,3,2026-06-01T07:01:05.524Z,2026-06-01T16:04:05.706Z,GC overhead limit warning: pause=766ms heap=86%
GC overhead limit warning: pause=306ms heap=<num>%,3,2026-06-01T07:06:23.350Z,2026-06-01T23:11:19.672Z,GC overhead limit warning: pause=306ms heap=87%
GC overhead limit warning: pause=785ms heap=<num>%,3,2026-06-01T07:07:26.974Z,2026-06-01T23:16:16.099Z,GC overhead limit warning: pause=785ms heap=95%
GC overhead limit warning: pause=486ms heap=<num>%,3,2026-06-01T07:13:54.069Z,2026-06-01T22:20:56.844Z,GC overhead limit warning: pause=486ms heap=90%
GC overhead limit warning: pause=530ms heap=<num>%,3,2026-06-01T07:21:39.455Z,2026-06-01T16:29:42.726Z,GC overhead limit warning: pause=530ms heap=91%
GC overhead limit warning: pause=593ms heap=<num>%,3,2026-06-01T07:22:11.296Z,2026-06-01T16:28:40.005Z,GC overhead limit warning: pause=593ms heap=97%
Slow response detected endpoint=/api/cart latency=1399ms,3,2026-06-01T07:29:37.285Z,2026-06-01T15:09:27.223Z,Slow response detected endpoint=/api/cart latency=1399ms
GC overhead limit warning: pause=606ms heap=<num>%,3,2026-06-01T07:37:13.726Z,2026-06-01T18:05:23.532Z,GC overhead limit warning: pause=606ms heap=88%
GC overhead limit warning: pause=294ms heap=<num>%,3,2026-06-01T07:39:25.594Z,2026-06-01T17:30:25.207Z,GC overhead limit warning: pause=294ms heap=85%
Slow response detected endpoint=/api/cart latency=952ms,3,2026-06-01T07:49:51.570Z,2026-06-01T16:55:25.686Z,Slow response detected endpoint=/api/cart latency=952ms
GC overhead limit warning: pause=278ms heap=<num>%,3,2026-06-01T07:59:26.984Z,2026-06-01T17:02:36.473Z,GC overhead limit warning: pause=278ms heap=90%
Health check response time elevated endpoint=/health latency=204ms,3,2026-06-01T08:02:37.583Z,2026-06-01T23:05:50.693Z,Health check response time elevated endpoint=/health latency=204ms
GC overhead limit warning: pause=569ms heap=<num>%,3,2026-06-01T08:04:27.416Z,2026-06-01T22:07:10.942Z,GC overhead limit warning: pause=569ms heap=86%
Slow response detected endpoint=/api/cart latency=1156ms,3,2026-06-01T08:05:37.500Z,2026-06-01T17:46:40.131Z,Slow response detected endpoint=/api/cart latency=1156ms
Health check response time elevated endpoint=/health latency=146ms,3,2026-06-01T08:06:16.288Z,2026-06-01T18:47:15.650Z,Health check response time elevated endpoint=/health latency=146ms
Slow response detected endpoint=/api/cart latency=861ms,3,2026-06-01T08:12:27.233Z,2026-06-01T14:26:38.145Z,Slow response detected endpoint=/api/cart latency=861ms
GC overhead limit warning: pause=742ms heap=<num>%,3,2026-06-01T08:25:02.929Z,2026-06-01T19:46:48.258Z,GC overhead limit warning: pause=742ms heap=86%
GC overhead limit warning: pause=549ms heap=<num>%,3,2026-06-01T08:39:47.474Z,2026-06-01T20:51:53.531Z,GC overhead limit warning: pause=549ms heap=87%
GC overhead limit warning: pause=248ms heap=<num>%,3,2026-06-01T08:48:01.191Z,2026-06-01T19:49:31.247Z,GC overhead limit warning: pause=248ms heap=91%
GC overhead limit warning: pause=664ms heap=<num>%,3,2026-06-01T08:58:58.352Z,2026-06-01T22:02:39.826Z,GC overhead limit warning: pause=664ms heap=94%
GC overhead limit warning: pause=237ms heap=<num>%,3,2026-06-01T09:02:02.434Z,2026-06-01T22:36:47.464Z,GC overhead limit warning: pause=237ms heap=95%
Slow response detected endpoint=/api/cart latency=2788ms,3,2026-06-01T09:14:27.445Z,2026-06-01T23:56:22.367Z,Slow response detected endpoint=/api/cart latency=2788ms
Slow response detected endpoint=/api/cart latency=1920ms,3,2026-06-01T09:31:02.210Z,2026-06-01T19:22:34.826Z,Slow response detected endpoint=/api/cart latency=1920ms
GC overhead limit warning: pause=332ms heap=<num>%,3,2026-06-01T09:41:22.220Z,2026-06-01T23:51:31.031Z,GC overhead limit warning: pause=332ms heap=85%
GC overhead limit warning: pause=310ms heap=<num>%,3,2026-06-01T09:52:06.134Z,2026-06-01T21:25:09.839Z,GC overhead limit warning: pause=310ms heap=93%
GC overhead limit warning: pause=477ms heap=<num>%,3,2026-06-01T09:52:37.638Z,2026-06-01T23:33:55.566Z,GC overhead limit warning: pause=477ms heap=96%
GC overhead limit warning: pause=578ms heap=<num>%,3,2026-06-01T10:00:58.268Z,2026-06-01T22:30:36.996Z,GC overhead limit warning: pause=578ms heap=88%
GC overhead limit warning: pause=395ms heap=<num>%,3,2026-06-01T10:14:37.530Z,2026-06-01T20:57:00.262Z,GC overhead limit warning: pause=395ms heap=96%
GC overhead limit warning: pause=636ms heap=<num>%,3,2026-06-01T10:15:11.950Z,2026-06-01T23:19:32.183Z,GC overhead limit warning: pause=636ms heap=93%
GC overhead limit warning: pause=344ms heap=<num>%,3,2026-06-01T10:19:33.298Z,2026-06-01T21:46:19.700Z,GC overhead limit warning: pause=344ms heap=86%
GC overhead limit warning: pause=506ms heap=<num>%,3,2026-06-01T10:38:56.349Z,2026-06-01T22:15:28.692Z,GC overhead limit warning: pause=506ms heap=87%
GC overhead limit warning: pause=667ms heap=<num>%,3,2026-06-01T10:49:55.730Z,2026-06-01T21:03:19.056Z,GC overhead limit warning: pause=667ms heap=89%
GC overhead limit warning: pause=795ms heap=<num>%,3,2026-06-01T10:50:09.449Z,2026-06-01T23:05:03.619Z,GC overhead limit warning: pause=795ms heap=89%
GC overhead limit warning: pause=408ms heap=<num>%,3,2026-06-01T10:54:26.450Z,2026-06-01T18:07:19.366Z,GC overhead limit warning: pause=408ms heap=92%
Slow response detected endpoint=/api/cart latency=2679ms,3,2026-06-01T11:01:13.797Z,2026-06-01T23:32:17.341Z,Slow response detected endpoint=/api/cart latency=2679ms
GC overhead limit warning: pause=729ms heap=<num>%,3,2026-06-01T11:10:11.914Z,2026-06-01T21:51:11.482Z,GC overhead limit warning: pause=729ms heap=94%
Health check response time elevated endpoint=/health latency=195ms,3,2026-06-01T11:20:14.117Z,2026-06-01T20:39:09.378Z,Health check response time elevated endpoint=/health latency=195ms
GC overhead limit warning: pause=763ms heap=<num>%,3,2026-06-01T11:30:27.718Z,2026-06-01T22:52:13.916Z,GC overhead limit warning: pause=763ms heap=91%
GC overhead limit warning: pause=218ms heap=<num>%,3,2026-06-01T11:32:03.667Z,2026-06-01T23:32:35.424Z,GC overhead limit warning: pause=218ms heap=97%
Slow response detected endpoint=/api/cart latency=2156ms,3,2026-06-01T11:32:25.318Z,2026-06-01T18:43:42.347Z,Slow response detected endpoint=/api/cart latency=2156ms
GC overhead limit warning: pause=452ms heap=<num>%,3,2026-06-01T11:35:33.590Z,2026-06-01T15:52:24.583Z,GC overhead limit warning: pause=452ms heap=85%
GC overhead limit warning: pause=482ms heap=<num>%,3,2026-06-01T11:36:45.054Z,2026-06-01T15:03:00.763Z,GC overhead limit warning: pause=482ms heap=97%
Slow response detected endpoint=/api/cart latency=2182ms,3,2026-06-01T11:51:23.618Z,2026-06-01T23:15:14.040Z,Slow response detected endpoint=/api/cart latency=2182ms
Health check response time elevated endpoint=/health latency=169ms,3,2026-06-01T11:51:31.152Z,2026-06-01T19:10:38.117Z,Health check response time elevated endpoint=/health latency=169ms
